-114.797,50.857,BEAF/Beaver Flats - Elbow Falls Provincial Rec Area  PP PH:403.949.4261   SITES:55 EL:5004 AMEN:NH NR approx 11.9 mi SW of Bragg Creek 50.857 -114.797,BEAF,Beaver Flats - Elbow Falls Provincial Rec Area,PP,403.949.4261, , ,55,5004,NH NR ,AB ,11.9,SW,Bragg Creek
-111.881,54.758,BEAL/Beaver Lake Provincial Rec Area  PP PH:780.623.9222   SITES:90 EL:1893 AMEN:E RS approx 3.7 mi E of Lac La Biche 54.758 -111.881,BEAL,Beaver Lake Provincial Rec Area,PP,780.623.9222, , ,90,1893,E RS ,AB ,3.7,E,Lac La Biche
-114.298,49.367,BEAM/Beaver Mines Lake Rec Area  PP PH:403.563.5395   SITES:97  AMEN:NR  49.367 -114.298,BEAM,Beaver Mines Lake Rec Area,PP,403.563.5395, , ,97, ,NR ,AB ,,,
-116.01,52.489,BEAD/Beaverdam Provincial Rec Area  PP PH:403.845.8349   SITES:10 EL:4303 AMEN:NR  52.489 -116.01,BEAD,Beaverdam Provincial Rec Area,PP,403.845.8349, , ,10,4303,NR ,AB ,,,
-119.434,55.214,BEAV/Beaverlodge Pioneer   CP PH:780.354.2201 mid may-late sep COMM:no tents SITES:20  AMEN:WES DP SH approx  mi  of Beaverlodge  55.214 -119.434,BEAV,Beaverlodge Pioneer ,CP,780.354.2201,mid may-late sep,no tents,20, ,WES DP SH ,AB ,,,Beaverlodge 
-113.529,51.387,BEIS/Beiseker Municipal   CP PH:403 888.9730 mid may-mid oct COMM:pull thrus SITES:50  AMEN:WES approx  mi  of Beiseker  51.387 -113.529,BEIS,Beiseker Municipal ,CP,403 888.9730,mid may-mid oct,pull thrus,50, ,WES ,AB ,,,Beiseker 
-112.152,54.105,BELL/Bellis Beach Lake   CP PH:780.656.3037 mid may-mid oct  SITES:20 approx  mi  of Smoky Lake County  54.105 -112.152,BELL,Bellis Beach Lake ,CP,780.656.3037,mid may-mid oct, ,20, ,,AB ,,,Smoky Lake County 
-113.685,49.025,BELL/Belly River - Waterton Lakes National Park  CNP    SITES:24 EL:4528 AMEN:NH NR approx 11.1 mi E of Waterton Park 49.025 -113.685,BELL,Belly River - Waterton Lakes National Park,CNP, , , ,24,4528,NH NR ,AB ,11.1,E,Waterton Park
-115.581,53.733,BETA/Beta Lake   CP PH:780.723.4800 mid may-mid oct  SITES:7  AMEN:NH approx  mi  of Nojack  53.733 -115.581,BETA,Beta Lake ,CP,780.723.4800,mid may-mid oct, ,7, ,NH ,AB ,,,Nojack 
-118.365,53.756,BIGB/Big Berland Provincial Rec Area  PP PH:780.827.1382   SITES:18 EL:4575 AMEN:NR  53.756 -118.365,BIGB,Big Berland Provincial Rec Area,PP,780.827.1382, , ,18,4575,NR ,AB ,,,
-112.22,52.489,BIGK/Big Knife Provincial Park  PP PH:403.742.7512   SITES:50 EL:2223 AMEN:NR approx 9.1 mi SW of Forestburg 52.489 -112.22,BIGK,Big Knife Provincial Park,PP,403.742.7512, , ,50,2223,NR ,AB ,9.1,SW,Forestburg
-112.533,53.215,BLAC/Black Nugget Lake   CP PH:780.663.2421 early may-mid oct  SITES:66  AMEN:E DP RS approx  mi  of Tofield  53.215 -112.533,BLAC,Black Nugget Lake ,CP,780.663.2421,early may-mid oct, ,66, ,E DP RS ,AB ,,,Tofield 
-116.327,52.614,BLAC/Blackstone Provincial Rec Area  PP PH:403.845.8349   SITES:10 EL:4436 AMEN:NR  52.614 -116.327,BLAC,Blackstone Provincial Rec Area,PP,403.845.8349, , ,10,4436,NR ,AB ,,,
-112.887,51.566,BLER/Bleriot Ferry Provincial Rec Area  PP PH:403.823.1749   SITES:28 EL:2260 AMEN:NR approx 12.8 mi NE of Carbon 51.566 -112.887,BLER,Bleriot Ferry Provincial Rec Area,PP,403.823.1749, , ,28,2260,NR ,AB ,12.8,NE,Carbon
-111.199,51.271,BLOO/Blood Indian Park  CP PH:403.779.2155 early apr-late oct COMM:pull thrus SITES:300  AMEN:WE DP SH approx  mi  of Youngstown  51.271 -111.199,BLOO,Blood Indian Park,CP,403.779.2155,early apr-late oct,pull thrus,300, ,WE DP SH ,AB ,,,Youngstown 
-114.723,50.612,BLUE/Bluerock - Sheep River Provincial Park  PP PH:403.949.4261   SITES:66 EL:5534 AMEN:NR approx 20.0 mi SW of Millarville 50.612 -114.723,BLUE,Bluerock - Sheep River Provincial Park,PP,403.949.4261, , ,66,5534,NR ,AB ,20.0,SW,Millarville
-115.1,50.634,BOUL/Boulton Creek - Peter Lougheed Provincial Park  PP PH:403.591.6322   SITES:118 EL:5738 AMEN:E RS  50.634 -115.1,BOUL,Boulton Creek - Peter Lougheed Provincial Park,PP,403.591.6322, , ,118,5738,E RS ,AB ,,,
-112.227,50.433,BOWC/Bow City Park  CP PH:403.362.6693 early may-late oct  SITES:15  AMEN:WE approx  mi  of Brooks  50.433 -112.227,BOWC,Bow City Park,CP,403.362.6693,early may-late oct, ,15, ,WE ,AB ,,,Brooks 
-111.379,49.862,BOWI/Bow Island Centennial Park  CP PH:403.545.2522 mid may-late sep  SITES:20  AMEN:E DP SH approx  mi  of Bow Island  49.862 -111.379,BOWI,Bow Island Centennial Park,CP,403.545.2522,mid may-late sep, ,20, ,E DP SH ,AB ,,,Bow Island 
-115.104,51.081,BOWR/Bow River - Bow Valley Provincial Park  PP PH:403.673.3985   SITES:39 EL:4260 AMEN:NH NR approx 1.2 mi E of Kananaskis 51.081 -115.104,BOWR,Bow River - Bow Valley Provincial Park,PP,403.673.3985, , ,39,4260,NH NR ,AB ,1.2,E,Kananaskis
-115.081,51.08,BOWV/Bow Valley - Bow Valley Provincial Park  PP PH:403.673.3985   SITES:169 EL:4306 AMEN:WE RS approx 2.2 mi E of Kananaskis 51.08 -115.081,BOWV,Bow Valley - Bow Valley Provincial Park,PP,403.673.3985, , ,169,4306,WE RS ,AB ,2.2,E,Kananaskis
-113.237,51.667,BRAC/Braconniers Dam   CP PH:403.443.5541 mid may-late sep  SITES:10 approx  mi  of Three Hills  51.667 -113.237,BRAC,Braconniers Dam ,CP,403.443.5541,mid may-late sep, ,10, ,,AB ,,,Three Hills 
-116.556,52.879,BRAZ/Brazeau River Provincial Rec Area  PP PH:780.865.2154   SITES:7 EL:4140 AMEN:NH RS  52.879 -116.556,BRAZ,Brazeau River Provincial Rec Area,PP,780.865.2154, , ,7,4140,NH RS ,AB ,,,
-114.468,53.115,BRET/Breton RV Park  CP PH:780.696.3636 mid may-mid oct COMM:pull thrus SITES:35  AMEN:WE approx  mi  of Breton  53.115 -114.468,BRET,Breton RV Park,CP,780.696.3636,mid may-mid oct,pull thrus,35, ,WE ,AB ,,,Breton 
-113.979,52.46,BREW/Brewers - Aspen Beach Provincial Park  PP PH:877.277.3645   SITES:303 EL:2947 AMEN:RS approx 3.0 mi E of Bentley 52.46 -113.979,BREW,Brewers - Aspen Beach Provincial Park,PP,877.277.3645, , ,303,2947,RS ,AB ,3.0,E,Bentley
-116.363,52.764,BROW/Brown Creek Provincial Rec Area  PP PH:780.865.2154   SITES:9 EL:4224 AMEN:NH NR  52.764 -116.363,BROW,Brown Creek Provincial Rec Area,PP,780.865.2154, , ,9,4224,NH NR ,AB ,,,
-114.752,52.953,BUCK/Buck Lake Park  CP  mid may-late oct  SITES:35 approx  mi  of Buck Lake  52.953 -114.752,BUCK,Buck Lake Park,CP, ,mid may-late oct, ,35, ,,AB ,,,Buck Lake 
-114.794,53.022,BUCK/Buck Lake Provincial Rec Area  PP PH:780.586.2864   SITES:27 EL:2936 AMEN:NH NR approx 7.2 mi SE of Buck Creek 53.022 -114.794,BUCK,Buck Lake Provincial Rec Area,PP,780.586.2864, , ,27,2936,NH NR ,AB ,7.2,SE,Buck Creek
-112.78,52.515,BUFF/Buffalo Lake Rec Area  PP PH:800.267.5844   SITES:30 EL:2568 AMEN:NH NR approx 5.8 mi NE of Rochon Sands 52.515 -112.78,BUFF,Buffalo Lake Rec Area,PP,800.267.5844, , ,30,2568,NH NR ,AB ,5.8,NE,Rochon Sands
-111.413,52.401,BURM/Burma Park  CP PH:403.578.4040 mid may-mid oct  SITES:20  AMEN:E approx  mi  of Brownfield  52.401 -111.413,BURM,Burma Park,CP,403.578.4040,mid may-mid oct, ,20, ,E ,AB ,,,Brownfield 
-115.169,51.59,BURN/Burnt Timber Provincial Rec Area  PP PH:403.637.2198   SITES:30 EL:4672 AMEN:NH NR approx 24.7 mi W of Water Valley 51.59 -115.169,BURN,Burnt Timber Provincial Rec Area,PP,403.637.2198, , ,30,4672,NH NR ,AB ,24.7,W,Water Valley
-117.803,53.491,CACH/Cache Lake - William A. Switzer Provincial Park  PP PH:780.865.5600   SITES:14 EL:3773 AMEN:NR  53.491 -117.803,CACH,Cache Lake - William A. Switzer Provincial Park,PP,780.865.5600, , ,14,3773,NR ,AB ,,,
-114.717,52.995,CALH/Calhoun Bay Provincial Rec Area  PP PH:780.586.2864   SITES:50 EL:2905 AMEN:NH NR approx 10.7 mi SE of Buck Creek 52.995 -114.717,CALH,Calhoun Bay Provincial Rec Area,PP,780.586.2864, , ,50,2905,NH NR ,AB ,10.7,SE,Buck Creek
-113.275,55.177,CALL/Calling Lake Provincial Park  PP     EL:2021 AMEN:NR approx 4.0 mi SW of Calling Lake 55.177 -113.275,CALL,Calling Lake Provincial Park,PP, , , , ,2021,NR ,AB ,4.0,SW,Calling Lake
-111.526,53.127,CAMP/Camp Lake Park  CP PH:780.336.3414 mid may-mid sep  SITES:45  AMEN:E approx  mi  of Viking  53.127 -111.526,CAMP,Camp Lake Park,CP,780.336.3414,mid may-mid sep, ,45, ,E ,AB ,,,Viking 
-115.125,50.689,CANY/Canyon - Peter Lougheed Provincial Park  PP PH:403.591.6322   SITES:52 EL:5433 AMEN:NR  50.689 -115.125,CANY,Canyon - Peter Lougheed Provincial Park,PP,403.591.6322, , ,52,5433,NR ,AB ,,,
-110.716,52.296,CAPT/Capt Ayre Lake and Resort  CP PH:780.857.2105 mid may-late sep  SITES:80  AMEN:WE NR approx  mi  of Cadogan  52.296 -110.716,CAPT,Capt Ayre Lake and Resort,CP,780.857.2105,mid may-late sep, ,80, ,WE NR ,AB ,,,Cadogan 
-113.145,51.484,CARE/Carbon East   CP PH:403.572.3244 mid may-mid oct  SITES:15  AMEN:WE approx  mi  of Carbon  51.484 -113.145,CARE,Carbon East ,CP,403.572.3244,mid may-mid oct, ,15, ,WE ,AB ,,,Carbon 
-113.151,51.485,CARB/Carbon Main   CP PH:403.572.3244 mid may-mid oct  SITES:20  AMEN:WES approx  mi  of Carbon  51.485 -113.151,CARB,Carbon Main ,CP,403.572.3244,mid may-mid oct, ,20, ,WES ,AB ,,,Carbon 
-114.725,52.094,CARO/Caroline Municipal RV Park  CP PH:403.722.2210 mid may-mid oct  SITES:20  AMEN:WE approx  mi  of Caroline  52.094 -114.725,CARO,Caroline Municipal RV Park,CP,403.722.2210,mid may-mid oct, ,20, ,WE ,AB ,,,Caroline 
-115.63,54.288,CARS/Carson Pegasus Provincial Park  PP PH:780.778.2664   SITES:182 EL:2935 AMEN:E NR approx 5.7 mi W of Woodlands County 54.288 -115.63,CARS,Carson Pegasus Provincial Park,PP,780.778.2664, , ,182,2935,E NR ,AB ,5.7,W,Woodlands County
-114.094,51.567,CARS/Carstairs Municipal   CP PH:403.337.3341 mid may-mid oct  SITES:30  AMEN:E approx  mi  of Carstairs  51.567 -114.094,CARS,Carstairs Municipal ,CP,403.337.3341,mid may-mid oct, ,30, ,E ,AB ,,,Carstairs 
-114.86,51.702,CART/Cartier Creek Provincial Rec Area  PP PH:403.637.2229   SITES:19 EL:4079 AMEN:NH NR  51.702 -114.86,CART,Cartier Creek Provincial Rec Area,PP,403.637.2229, , ,19,4079,NH NR ,AB ,,,
-114.325,49.446,CASF/Castle Falls Rec Area  PP PH:403.563.5395   SITES:46  AMEN:NH NR  49.446 -114.325,CASF,Castle Falls Rec Area,PP,403.563.5395, , ,46, ,NH NR ,AB ,,,
-115.907,51.268,CAST/Castle Mountain - Banff National Park  CNP PH:403. 762.1550   SITES:43 EL:4906 AMEN:FT NR  51.268 -115.907,CAST,Castle Mountain - Banff National Park,CNP,403. 762.1550, , ,43,4906,FT NR ,AB ,,,
-114.339,49.403,CASR/Castle River Bridge Rec Area  PP PH:403.563.5395   SITES:30  AMEN:NH NR  49.403 -114.339,CASR,Castle River Bridge Rec Area,PP,403.563.5395, , ,30, ,NH NR ,AB ,,,
-111.919,52.224,CASL/Castor Lions   CP PH:403.882.3225 mid apr-late oct  SITES:15 approx  mi  of Castor  52.224 -111.919,CASL,Castor Lions ,CP,403.882.3225,mid apr-late oct, ,15, ,,AB ,,,Castor 
-111.909,52.217,CASR/Castor Rec Area    CP PH:403.882.3225 mid may-mid oct  SITES:40  AMEN:E approx  mi  of Castor  52.217 -111.909,CASR,Castor Rec Area  ,CP,403.882.3225,mid may-mid oct, ,40, ,E ,AB ,,,Castor 
-114.583,50.287,CATA/Cataract Creek Provincial Rec Area  PP PH:403.591.6322   SITES:102 EL:5427 AMEN:NH NR approx 22.8 mi SW of Longview 50.287 -114.583,CATA,Cataract Creek Provincial Rec Area,PP,403.591.6322, , ,102,5427,NH NR ,AB ,22.8,SW,Longview
-110.41,49.93,CAVA/Cavan Lake Rec   CP PH:403.979.1788 mid may-late sep  SITES:50  AMEN:E approx  mi  of Medicine Hat  49.93 -110.41,CAVA,Cavan Lake Rec ,CP,403.979.1788,mid may-late sep, ,50, ,E ,AB ,,,Medicine Hat 
-117.207,56.211,CECI/Cecil Thompson Park  CP PH:780.322.3831  COMM:pull thrus SITES:5  AMEN:N$ approx  mi  of Peace River  56.211 -117.207,CECI,Cecil Thompson Park,CP,780.322.3831, ,pull thrus,5, ,N$ ,AB ,,,Peace River 
-113.643,50.163,CEN1/Centennial Park  CP PH:403.549.3761   SITES:15  AMEN:WES approx  mi  of Stavely  50.163 -113.643,CEN1,Centennial Park,CP,403.549.3761, , ,15, ,WES ,AB ,,,Stavely 
-114.925,52.383,CEN2/Centennial Park   CP PH:403 845.3720 mid may-mid sep  SITES:15  AMEN:E approx  mi  of Rocky Mountain House  52.383 -114.925,CEN2,Centennial Park ,CP,403 845.3720,mid may-mid sep, ,15, ,E ,AB ,,,Rocky Mountain House 
-113.078,53.279,CEN3/Centennial Park Family   CP PH:780.941.2124 mid may-late aug  SITES:65  AMEN:E approx  mi  of New Sarepta  53.279 -113.078,CEN3,Centennial Park Family ,CP,780.941.2124,mid may-late aug, ,65, ,E ,AB ,,,New Sarepta 
-110.805,51.417,CERE/Cereal Board of Trade   CP PH:403.326.3818 mid may-mid sep COMM:pull thrus SITES:15  AMEN:E approx  mi  of Cereal  51.417 -110.805,CERE,Cereal Board of Trade ,CP,403.326.3818,mid may-mid sep,pull thrus,15, ,E ,AB ,,,Cereal 
-113.504,54.962,CHLL/Chain Lakes (Lower) Provincial Rec Area  PP PH:780.675.8213    EL:2103 AMEN:NH NR approx 22.2 mi E of Hondo 54.962 -113.504,CHLL,Chain Lakes (Lower) Provincial Rec Area,PP,780.675.8213, , , ,2103,NH NR ,AB ,22.2,E,Hondo
-114.194,50.217,CHAI/Chain Lakes Provincial Park  PP PH:403.646.5887   SITES:124 EL:4372 AMEN:E NR approx 21.8 mi S  of Longview 50.217 -114.194,CHAI,Chain Lakes Provincial Park,PP,403.646.5887, , ,124,4372,E NR ,AB ,21.8,S ,Longview
-115.312,52.452,CHAM/Chambers Creek Provincial Rec Area  PP     EL:3486 AMEN:NR  52.452 -115.312,CHAM,Chambers Creek Provincial Rec Area,PP, , , , ,3486,NR ,AB ,,,
-113.148,50.243,CHAM/Champion Community Park  CP PH:403.897.3833 all year COMM:no tents - pull thrus SITES:10  AMEN:E approx  mi  of Champion  50.243 -113.148,CHAM,Champion Community Park,CP,403.897.3833,all year,no tents - pull thrus,10, ,E ,AB ,,,Champion 
-118.829,55.781,CHEP/Chepi-Sepe-Municipal  CP PH:780.864.3998 mid may-late sep  SITES:15  AMEN:E approx  mi  of Spirit River  55.781 -118.829,CHEP,Chepi-Sepe-Municipal,CP,780.864.3998,mid may-late sep, ,15, ,E ,AB ,,,Spirit River 
-114.605,49.669,CHIN/Chinook Rec Area  PP PH:403.563.5395   SITES:99  AMEN:NH NR approx 6.5 mi NW of Crowsnest Pass 49.669 -114.605,CHIN,Chinook Rec Area,PP,403.563.5395, , ,99, ,NH NR ,AB ,6.5,NW,Crowsnest Pass
-115.352,53.67,CHIP/Chip Lake Park  CP PH:780.325.2460 mid may-late oct COMM:pull thrus SITES:20  AMEN:NH approx  mi  of Wildwood  53.67 -115.352,CHIP,Chip Lake Park,CP,780.325.2460,mid may-late oct,pull thrus,20, ,NH ,AB ,,,Wildwood 
-113.59,50.021,CLAR/Claresholm Centennial Park  CP PH:403.625.2751 mid apr-mid oct  SITES:30  AMEN:WES RS approx  mi  of Claresholm  50.021 -113.59,CLAR,Claresholm Centennial Park,CP,403.625.2751,mid apr-mid oct, ,30, ,WES RS ,AB ,,,Claresholm 
-113.22,53.003,COAL/Coal Lake South Provincial Rec Area  PP PH:780.672.7274   SITES:14 EL:2297 AMEN:NH NR approx 1.4 mi NW of Gwynne 53.003 -113.22,COAL,Coal Lake South Provincial Rec Area,PP,780.672.7274, , ,14,2297,NH NR ,AB ,1.4,NW,Gwynne
-112.937,49.752,COAL/Coalhurst Miners Memorial   CP PH:403.381.3033 early may-late sep  SITES:15  AMEN:NH approx  mi  of Coalhurst  49.752 -112.937,COAL,Coalhurst Miners Memorial ,CP,403.381.3033,early may-late sep, ,15, ,NH ,AB ,,,Coalhurst 
-117.01,53.174,COAS/Coalspur Provincial Rec Area  PP PH:780.865.2154   SITES:8 EL:3922 AMEN:NH NR  53.174 -117.01,COAS,Coalspur Provincial Rec Area,PP,780.865.2154, , ,8,3922,NH NR ,AB ,,,
-110.196,54.475,COLD/Cold Lake MD   CP PH:780.639.4121 mid may-mid sep COMM:pull thrus SITES:70  AMEN:E approx  mi  of Cold Lake  54.475 -110.196,COLD,Cold Lake MD ,CP,780.639.4121,mid may-mid sep,pull thrus,70, ,E ,AB ,,,Cold Lake 
-110.205,54.457,COLD/Cold Lake Provincial Park  PP PH:780.594.7856   SITES:117 EL:1761 AMEN:E RS approx 8.2 mi NW of Cherry Grove 54.457 -110.205,COLD,Cold Lake Provincial Park,PP,780.594.7856, , ,117,1761,E RS ,AB ,8.2,NW,Cherry Grove
-117.206,52.219,COLU/Columbia Icefield - Jasper National Park  CNP PH:780. 852.6146   SITES:33 EL:6600 52.219 -117.206,COLU,Columbia Icefield - Jasper National Park,CNP,780. 852.6146, , ,33,6600,,AB ,,,
-117.624,56.954,COND/Condy Meadows Golf Course   CP PH:780.836.2176 mid may-mid sep  SITES:25  AMEN:WES SH approx  mi  of Manning  56.954 -117.624,COND,Condy Meadows Golf Course ,CP,780.836.2176,mid may-mid sep, ,25, ,WES SH ,AB ,,,Manning 
-111.447,52.104,CORO/Coronation Rec Park  CP PH:403.575.1967�� mid may-mid oct  SITES:20  AMEN:WES DP approx  mi  of Coronation  52.104 -111.447,CORO,Coronation Rec Park,CP,403.575.1967��,mid may-mid oct, ,20, ,WES DP ,AB ,,,Coronation 
-114.312,51.998,COTD/Cottonwood - Dickson Dam Provincial Rec Area  PP PH:403.887.5522  COMM:overflow only  EL:3114 AMEN:NR approx 6.1 mi S  of Spruce View 51.998 -114.312,COTD,Cottonwood - Dickson Dam Provincial Rec Area,PP,403.887.5522, ,overflow only, ,3114,NR ,AB ,6.1,S ,Spruce View
-115.03,52.283,COWL/Cow Lake Rec Area  CP PH:403.845.5851 mid may-late sep COMM:pull thrus SITES:120  AMEN:DP approx  mi  of Rocky Mountain House  52.283 -115.03,COWL,Cow Lake Rec Area,CP,403.845.5851,mid may-late sep,pull thrus,120, ,DP ,AB ,,,Rocky Mountain House 
-113.954,49.1,CRAN/Crandell - Waterton Lakes National Park  CNP    SITES:129 EL:4542 AMEN:NH NR approx 2.1 mi NW of Waterton Park 49.1 -113.954,CRAN,Crandell - Waterton Lakes National Park,CNP, , , ,129,4542,NH NR ,AB ,2.1,NW,Waterton Park
-110.535,54.502,CRAE/Crane Lake East Park  CP PH:780.573.9940 early may-mid sep  SITES:30  AMEN:NH approx  mi  of Cold Lake  54.502 -110.535,CRAE,Crane Lake East Park,CP,780.573.9940,early may-mid sep, ,30, ,NH ,AB ,,,Cold Lake 
-110.562,54.501,CRAW/Crane Lake West Park  CP PH:780.573.9940 early may-mid sep  SITES:25  AMEN:WE approx  mi  of Cold Lake  54.501 -110.562,CRAW,Crane Lake West Park,CP,780.573.9940,early may-mid sep, ,25, ,WE ,AB ,,,Cold Lake 
-116.357,52.387,CRES/Crescent Falls Provincial Rec Area  PP PH:403.845.8349   SITES:31 EL:4630 AMEN:NH NR  52.387 -116.357,CRES,Crescent Falls Provincial Rec Area,PP,403.845.8349, , ,31,4630,NH NR ,AB ,,,
-115.029,52.448,CRIM/Crimson Lake - Crimson Lake Provincial Park  PP PH:403.845.2330   SITES:171 EL:3207 AMEN:E RS approx 16.7 mi NW of Alhambra 52.448 -115.029,CRIM,Crimson Lake - Crimson Lake Provincial Park,PP,403.845.2330, , ,171,3207,E RS ,AB ,16.7,NW,Alhambra
-113.792,49.137,CROO/Crooked Creek   CP PH:403.653.1100 early may-late sep COMM:big rigs OK SITES:80  AMEN:WES approx  mi  of Waterton Park Gate  49.137 -113.792,CROO,Crooked Creek ,CP,403.653.1100,early may-late sep,big rigs OK,80, ,WES ,AB ,,,Waterton Park Gate 
-113.797,54.654,CROS/Cross Lake - Cross Lake Provincial Park  PP PH:780.675.8213   SITES:130 EL:2176 AMEN:E RS approx 14.5 mi E of Flatbush 54.654 -113.797,CROS,Cross Lake - Cross Lake Provincial Park,PP,780.675.8213, , ,130,2176,E RS ,AB ,14.5,E,Flatbush
-118.392,56.096,CUMM/Cummings Lake Rec Area  CP PH:780.835.5461 mid may-mid oct  SITES:30  AMEN:E SH approx  mi  of Fairview  56.096 -118.392,CUMM,Cummings Lake Rec Area,CP,780.835.5461,mid may-mid oct, ,30, ,E SH ,AB ,,,Fairview 
-114.882,51.023,DAWS/Dawson Provincial Rec Area  PP PH:403.673.3985  COMM:equestrian SITES:17 EL:4927 AMEN:NH NR approx 14.5 mi W of Bragg Creek 51.023 -114.882,DAWS,Dawson Provincial Rec Area,PP,403.673.3985, ,equestrian,17,4927,NH NR ,AB ,14.5,W,Bragg Creek
-112.256,52.872,DAYS/Daysland Golf and Country Club  CP PH:780.374.3633 mid may-mid sep COMM:no tents SITES:30  AMEN:WES approx  mi  of Daysland  52.872 -112.256,DAYS,Daysland Golf and Country Club,CP,780.374.3633,mid may-mid sep,no tents,30, ,WES ,AB ,,,Daysland 
-114.309,52.014,DICK/Dickson Point - Dickson Dam Provincial Rec Area  PP PH:403.887.5522   SITES:25 EL:3084 AMEN:NR approx 5.0 mi S  of Spruce View 52.014 -114.309,DICK,Dickson Point - Dickson Dam Provincial Rec Area,PP,403.887.5522, , ,25,3084,NR ,AB ,5.0,S ,Spruce View
-110.015,52.579,DILL/Dillberry Lake Provincial Park  PP PH:780.853.8221   SITES:83 EL:2041 AMEN:E RS approx 9.6 mi SE of Chauvin 52.579 -110.015,DILL,Dillberry Lake Provincial Park,PP,780.853.8221, , ,83,2041,E RS ,AB ,9.6,SE,Chauvin
-111.519,50.76,DINO/Dinosaur Provincial Park  PP PH:403.378.4342   SITES:126 EL:2117 AMEN:E RS approx 9.6 mi W of Iddesleigh 50.76 -111.519,DINO,Dinosaur Provincial Park,PP,403.378.4342, , ,126,2117,E RS ,AB ,9.6,W,Iddesleigh
-112.577,52.581,DONA/Donalda Ag Society   CP PH:403.883.2233 mid jun-late oct COMM:big rigs OK SITES:15 approx  mi  of Donalda  52.581 -112.577,DONA,Donalda Ag Society ,CP,403.883.2233,mid jun-late oct,big rigs OK,15, ,,AB ,,,Donalda 
